,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
754586,6.0,8.0,3.0,0.0,4.0,6.0,1.0,4.0,9.0,12.0,1.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
1462241,55.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1584830,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.7,0.66,0.0,No,No,Yes,Yes,No,No
1480271,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
654176,4.0,2.0,0.0,1.0,4.0,6.0,0.0,2.0,9.0,13.0,0.0,No,0.0,0.78,0.86,0.0,No,No,No,Yes,No,No
1158308,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
472208,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1413014,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1325582,7.0,,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,2.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
1238345,66.0,8.0,20.0,0.0,40.0,80.0,10.0,38.0,77.0,129.0,9.0,No,0.0,0.72,0.69,0.0,No,No,Yes,Yes,No,No
626677,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1541932,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
231934,24.0,8.0,0.0,0.0,7.0,14.0,2.0,11.0,20.0,30.0,5.0,No,0.0,0.84,0.9,0.0,No,No,Yes,Yes,No,No
511259,8.0,9.0,0.0,0.0,4.0,8.0,1.0,5.0,13.0,20.0,5.0,No,0.0,0.43,0.45,0.0,No,No,No,Yes,No,No
851824,436.0,3.0,0.0,0.0,0.0,0.0,6.0,36.0,59.0,103.0,18.0,No,0.0,0.58,0.44,0.0,Yes,No,No,Yes,No,No
1623463,98.0,2.0,0.0,106.0,323.0,519.0,37.0,128.0,378.0,549.0,38.0,No,0.0,0.78,0.85,0.0,No,No,No,Yes,No,No
485443,27.0,8.0,1.0,90.0,223.0,273.0,1.0,34.0,159.0,239.0,31.0,No,0.0,0.72,0.81,0.0,No,No,No,Yes,No,No
502556,525.0,8.0,93.0,234.0,800.0,1558.0,141.0,558.0,1397.0,1927.0,162.0,No,0.0,0.94,0.9,0.0,No,No,No,Yes,No,No
1098414,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.85,0.0,No,No,No,Yes,No,No
1304344,25.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,9.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
1230593,11.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,No,0.0,0.66,0.75,0.0,Yes,No,No,Yes,No,No
253225,208.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,No,0.0,0.41,0.45,0.0,Yes,No,Yes,Yes,No,No
292231,76.0,2.0,4.0,16.0,40.0,88.0,21.0,46.0,100.0,141.0,24.0,No,0.0,0.02,0.1,0.0,No,No,No,Yes,No,No
1423875,10.0,8.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,Yes,No,No,No
60560,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,No,0.0,0.81,0.83,0.0,No,No,No,Yes,No,No
771425,15.0,8.0,0.0,55.0,85.0,105.0,5.0,26.0,42.0,54.0,18.0,No,0.0,0.5,0.6,0.0,No,No,No,Yes,No,No
134592,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
1492652,7875.0,12.0,0.0,0.0,0.0,0.0,0.0,182.0,479.0,645.0,0.0,No,0.0,0.0,0.01,0.0,No,No,No,Yes,No,No
1492992,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.75,0.0,No,No,No,Yes,No,No
1212569,107.0,52.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,21.0,0.0,No,0.0,0.99,0.99,0.0,Yes,No,No,No,No,No
58917,1103.0,17.0,84.0,448.0,1344.0,1792.0,217.0,642.0,1451.0,2434.0,182.0,No,0.0,0.99,0.99,3.0,No,No,No,Yes,No,No
66264,18.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,20.0,3.0,No,0.0,0.69,0.68,0.0,No,No,No,Yes,No,No
1236291,12.0,4.0,21.0,6.0,16.0,22.0,2.0,14.0,26.0,41.0,1.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1659622,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
837961,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.73,0.0,No,No,No,Yes,No,No
1491256,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
543648,5.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,8.0,12.0,1.0,No,0.0,0.84,0.89,0.0,No,No,No,Yes,No,No
1370910,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
1510487,684.0,2.0,0.0,0.0,0.0,0.0,4.0,15.0,17.0,24.0,2.0,No,0.0,0.34,0.51,0.0,No,No,Yes,Yes,No,No
1190976,8.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,No,0.0,0.74,0.74,0.0,Yes,No,No,Yes,No,No
148475,60.0,2.0,1.0,0.0,8.0,32.0,8.0,19.0,38.0,61.0,9.0,No,0.0,0.96,0.92,0.0,No,No,No,Yes,No,No
1398366,72.0,8.0,15.0,29.0,64.0,108.0,19.0,52.0,98.0,164.0,29.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,No
329671,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.83,0.0,Yes,No,No,Yes,No,No
724400,17.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,3.0,No,0.0,1.0,0.97,0.0,No,No,No,Yes,No,No
425948,0.0,8.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.95,0.97,0.0,Yes,No,Yes,Yes,No,No
602488,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,No,No,No
691036,95.0,8.0,0.0,0.0,0.0,0.0,11.0,27.0,39.0,48.0,7.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
292253,7.0,8.0,1.0,3.0,9.0,18.0,0.0,2.0,4.0,7.0,0.0,No,0.0,0.85,0.56,0.0,No,No,No,Yes,No,No
888025,4.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
84405,153.0,11.0,122.0,608.0,1008.0,1208.0,266.0,576.0,1097.0,1591.0,180.0,No,0.0,0.88,0.74,0.0,No,No,No,Yes,No,No
42939,39.0,8.0,3.0,30.0,60.0,80.0,12.0,40.0,78.0,118.0,18.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,No
545668,15.0,12.0,0.0,15.0,15.0,15.0,1.0,12.0,28.0,45.0,0.0,No,0.0,0.87,0.67,0.0,No,No,No,Yes,No,No
264671,102.0,8.0,0.0,8.0,16.0,32.0,7.0,27.0,62.0,108.0,21.0,No,0.0,0.78,0.86,0.0,No,No,No,Yes,No,No
1364991,69.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,22.0,6.0,No,0.0,0.94,0.87,0.0,No,No,No,Yes,No,No
1031892,62.0,8.0,3.0,7.0,48.0,81.0,9.0,29.0,70.0,127.0,24.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
103097,17.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,No,0.0,0.96,0.93,0.0,No,No,No,Yes,No,No
1576974,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1497552,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
874361,9.0,8.0,5.0,29.0,50.0,71.0,14.0,31.0,51.0,67.0,0.0,No,0.0,0.55,0.37,0.0,No,No,No,Yes,No,No
537086,0.0,2.0,0.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.96,0.93,0.0,Yes,No,No,Yes,No,No
853181,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.73,0.0,No,No,No,Yes,No,No
1366352,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1546349,215.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,No,0.0,0.42,0.64,0.0,No,No,No,Yes,No,No
564535,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.91,0.77,0.0,Yes,No,No,Yes,No,No
1196366,13641.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.95,0.94,0.0,Yes,No,No,Yes,No,No
838837,2.0,2.0,0.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,0.0,No,0.0,0.52,0.7,0.0,No,No,No,Yes,No,No
1614457,346.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.66,0.74,0.0,No,No,No,Yes,No,No
1066277,189.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,No,0.0,0.95,0.96,0.0,Yes,No,Yes,Yes,No,No
75010,133.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,2.0,No,0.0,1.0,0.95,0.0,Yes,No,Yes,Yes,No,No
398187,95.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,No,0.0,0.76,0.82,0.0,No,No,No,Yes,No,No
1387407,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
506261,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.24,0.14,0.0,Yes,No,No,Yes,No,No
206201,29.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,20.0,37.0,0.0,No,0.0,0.81,0.89,0.0,No,No,No,Yes,No,No
224410,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
948809,389.0,52.0,0.0,0.0,0.0,0.0,6.0,32.0,64.0,101.0,18.0,No,0.0,0.79,0.67,0.0,Yes,No,Yes,Yes,No,No
461691,104.0,,0.0,0.0,0.0,0.0,0.0,4.0,16.0,22.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1009212,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.84,0.77,0.0,No,No,No,Yes,No,No
1045964,331.0,8.0,5.0,104.0,104.0,104.0,15.0,72.0,146.0,205.0,34.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,No
802119,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.22,0.14,0.0,Yes,No,No,Yes,No,No
320715,293.0,8.0,54.0,150.0,370.0,544.0,28.0,94.0,204.0,348.0,0.0,No,0.0,0.88,0.91,0.0,No,No,No,Yes,No,No
1587712,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
1671846,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
1133192,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.91,0.77,0.0,No,No,Yes,Yes,No,No
592089,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.88,0.0,Yes,No,No,Yes,No,No
298033,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
830905,166.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.74,0.71,0.0,Yes,No,No,No,No,No
1119425,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.81,0.82,0.0,No,No,No,Yes,No,No
1369557,21576.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,37.0,32.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
478094,500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,No
233869,700.0,8.0,44.0,0.0,0.0,0.0,66.0,183.0,337.0,475.0,58.0,No,0.0,0.88,0.92,0.0,No,No,No,Yes,No,No
616228,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,Yes,No,No,Yes,No,No
558881,18.0,,0.0,0.0,0.0,0.0,4.0,15.0,24.0,39.0,7.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
91089,28.0,2.0,0.0,0.0,12.0,24.0,12.0,33.0,38.0,38.0,0.0,No,0.0,0.93,0.93,0.0,Yes,No,No,Yes,No,No
475633,0.0,2.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.33,0.59,1.0,No,No,No,Yes,No,No
836719,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
981004,0.0,2.0,0.0,4248.0,7028.0,9038.0,0.0,0.0,0.0,0.0,190.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1550194,629.0,8.0,91.0,0.0,0.0,960.0,54.0,164.0,341.0,479.0,66.0,No,0.0,0.9,0.95,0.0,No,No,No,Yes,No,No
1163963,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
183442,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.66,0.6,0.0,No,No,No,Yes,No,No
1556087,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
1322330,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
356796,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,No,0.0,0.94,0.9,0.0,Yes,No,No,Yes,No,No
1115654,256.0,8.0,33.0,83.0,239.0,434.0,58.0,183.0,389.0,583.0,48.0,No,0.0,0.72,0.72,0.0,No,No,Yes,Yes,No,No
726605,0.0,9.0,0.0,52.0,52.0,52.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.86,0.84,0.0,Yes,No,No,Yes,No,No
1355405,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
327725,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.82,0.0,No,No,No,Yes,No,No
1166599,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,No,0.0,0.91,0.77,0.0,Yes,No,No,Yes,No,No
686164,45.0,2.0,0.0,32.0,32.0,32.0,50.0,50.0,52.0,52.0,0.0,No,0.0,0.62,0.36,0.0,Yes,No,No,Yes,No,No
671808,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
717993,2.0,8.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,No,0.0,0.76,0.78,0.0,No,No,No,Yes,No,No
1670267,83.0,8.0,0.0,856.0,856.0,856.0,3.0,20.0,36.0,43.0,5.0,No,0.0,0.72,0.55,0.0,No,No,Yes,Yes,No,No
1010904,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,Yes,No,No,Yes,No,No
678351,19.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,No,0.0,0.89,0.88,0.0,No,No,Yes,Yes,No,No
969916,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
6764,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.64,0.0,Yes,No,No,Yes,No,No
1365502,2.0,2.0,0.0,20.0,20.0,20.0,4.0,6.0,8.0,10.0,1.0,No,0.0,1.0,0.99,0.0,Yes,No,Yes,Yes,No,No
842501,3.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,No,0.0,0.91,0.73,0.0,No,No,No,Yes,No,No
725964,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.1,0.13,0.0,No,No,No,Yes,No,No
878636,1.0,8.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0,3.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
502355,307.0,8.0,543.0,671.0,1357.0,2144.0,200.0,853.0,1486.0,2098.0,406.0,No,0.0,1.0,0.99,2.0,No,No,Yes,Yes,No,No
1440295,452.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,39.0,4.0,No,0.0,0.96,0.98,0.0,No,No,No,Yes,No,No
1343891,478.0,2.0,6.0,0.0,80.0,288.0,42.0,53.0,55.0,55.0,137.0,No,0.0,0.95,0.94,0.0,No,No,No,Yes,No,No
222359,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,No,0.0,0.56,0.56,0.0,Yes,No,Yes,Yes,No,No
1566233,1000.0,8.0,0.0,1400.0,2500.0,2500.0,651.0,851.0,1501.0,2101.0,1112.0,No,0.0,0.12,0.06,0.0,No,No,No,Yes,No,No
1593898,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.93,0.78,0.0,No,No,No,Yes,No,No
407278,51.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,13.0,1.0,No,0.0,0.95,0.96,0.0,No,No,No,Yes,No,No
1436824,177.0,12.0,2.0,28.0,68.0,96.0,31.0,78.0,165.0,252.0,31.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
1062553,304.0,4.0,0.0,0.0,0.0,60.0,11.0,43.0,167.0,296.0,20.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1036997,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
484672,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
815254,10.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,No,0.0,0.66,0.63,0.0,Yes,No,Yes,Yes,No,No
1283404,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,No
1291059,143.0,8.0,0.0,0.0,0.0,0.0,10.0,35.0,60.0,98.0,28.0,No,0.0,0.7,0.71,0.0,No,No,No,Yes,No,No
564012,0.0,2.0,0.0,7.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.96,0.92,0.0,Yes,No,No,Yes,No,No
1517673,0.0,2.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.91,0.0,Yes,No,No,Yes,No,No
903742,5.0,2.0,0.0,3.0,6.0,7.0,0.0,2.0,2.0,2.0,1.0,No,0.0,0.9,0.74,0.0,No,No,No,Yes,No,No
1676277,1.0,8.0,3.0,129.0,129.0,129.0,0.0,2.0,5.0,7.0,1.0,No,0.0,0.5,0.52,0.0,Yes,No,No,No,No,No
929510,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.87,0.83,0.0,No,No,No,No,No,No
581019,87.0,2.0,0.0,41.0,82.0,123.0,27.0,74.0,136.0,184.0,0.0,No,0.0,0.88,0.79,0.0,No,No,Yes,Yes,No,No
1644184,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
14091,20.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.93,0.91,0.0,Yes,No,No,Yes,No,No
196037,217.0,,1.0,0.0,0.0,0.0,45.0,101.0,159.0,255.0,69.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
961996,18.0,4.0,6.0,40.0,68.0,96.0,2.0,8.0,9.0,9.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
805080,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
616795,685.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.91,0.77,0.0,No,No,Yes,Yes,No,No
379475,26.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
548245,104.0,2.0,2.0,90.0,180.0,270.0,23.0,101.0,215.0,286.0,35.0,No,0.0,0.89,0.95,0.0,No,No,No,Yes,No,No
1522838,-54.0,12.0,0.0,324.0,448.0,510.0,106.0,228.0,459.0,694.0,0.0,No,0.0,0.0,0.01,14.0,No,No,No,Yes,No,No
927777,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
1176182,89.0,2.0,36.0,84.0,216.0,372.0,25.0,95.0,134.0,166.0,23.0,No,0.0,0.98,0.98,0.0,Yes,No,Yes,Yes,No,No
299362,86.0,8.0,18.0,63.0,113.0,163.0,17.0,62.0,116.0,182.0,25.0,No,0.0,0.97,0.97,0.0,No,No,Yes,Yes,No,No
1083721,328.0,8.0,217.0,768.0,1392.0,2016.0,248.0,624.0,1358.0,2285.0,325.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
1516629,26.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,9.0,3.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
973512,2.0,8.0,0.0,4.0,8.0,10.0,1.0,4.0,6.0,10.0,0.0,No,0.0,0.51,0.53,0.0,Yes,No,No,Yes,No,No
1629301,62.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
343098,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,No,0.0,0.84,0.77,0.0,No,No,No,Yes,No,No
1270982,4.0,2.0,0.0,4.0,8.0,12.0,4.0,6.0,11.0,13.0,0.0,No,0.0,0.95,0.96,0.0,Yes,No,No,Yes,No,No
212436,50.0,8.0,0.0,0.0,0.0,0.0,1.0,10.0,28.0,37.0,2.0,No,0.0,0.89,0.8,0.0,No,No,Yes,Yes,No,No
1076435,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
854262,205.0,2.0,0.0,0.0,0.0,0.0,19.0,44.0,62.0,92.0,0.0,No,0.0,0.82,0.91,0.0,No,No,Yes,Yes,No,No
697644,120.0,8.0,0.0,0.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
336330,8.0,4.0,1.0,10.0,20.0,25.0,2.0,8.0,18.0,30.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1189888,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,No,0.0,0.68,0.64,0.0,No,No,No,Yes,No,No
62654,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
320215,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,No,0.0,0.95,0.97,0.0,No,No,No,Yes,No,No
466972,2.0,8.0,2.0,18.0,34.0,46.0,7.0,17.0,26.0,31.0,5.0,No,0.0,0.84,0.83,0.0,No,No,Yes,Yes,No,No
1517635,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1048664,707.0,,152.0,0.0,0.0,0.0,388.0,1071.0,2034.0,3346.0,355.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
1372043,516.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,No,0.0,0.99,0.91,0.0,No,No,Yes,Yes,No,No
1376441,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1324906,251.0,8.0,40.0,402.0,657.0,882.0,141.0,506.0,1092.0,1869.0,154.0,No,0.0,0.85,0.9,0.0,No,No,No,Yes,No,No
17615,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
