national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder,
7418,166,2,0,1035,1595,2323,228,781,1743,2399,184,No,56,0,0,0,No,No,No,Yes,No,No
7419,7,4,0,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7420,171,2,10,50,150,200,19,52,73,148,32,No,50,0.94,0.8,0,Yes,No,No,Yes,No,No
7421,961,2,820,1766,3566,5366,597,2063,3594,5096,520,No,112,0.02,0.12,0,No,No,Yes,Yes,No,No
7422,1136,12,61,1000,1500,2500,438,1619,3219,4697,395,No,500,0.94,0.87,0,No,No,No,Yes,No,No
7423,55,8,3,74,113,152,6,51,98,145,30,No,2,0.98,0.98,0,No,No,No,Yes,No,No
7424,21,8,3,61,85,109,14,38,73,107,72,No,4,0.32,0.54,0,No,No,No,Yes,No,Yes
7425,2,8,3,108,164,211,27,66,142,231,17,No,6,0.79,0.66,0,No,No,No,Yes,No,Yes
7426,39,4,56,81,108,126,17,36,114,215,4,No,2,0.73,0.78,0,No,No,No,Yes,No,No
7427,278,8,0,385,693,1001,73,496,840,1226,104,No,77,0.99,0.98,0,No,No,No,Yes,No,No
7428,89,4,21,250,390,487,70,227,371,488,54,No,4,0.73,0.78,1,No,No,No,Yes,No,No
7429,294,8,150,600,1140,1680,154,604,1168,1700,287,No,40,0.9,0.91,0,No,No,No,Yes,No,No
7430,104,8,1,264,516,876,89,325,654,914,81,No,12,0.31,0.2,0,No,No,No,Yes,No,No
7431,2640,8,484,3200,4800,7400,952,2740,4857,7823,1237,No,400,1,0.99,0,No,No,Yes,Yes,No,No
7432,72,2,3,141,255,379,22,129,199,218,44,No,20,0.61,0.72,0,Yes,No,No,Yes,No,No
7433,35,4,622,519,971,1446,82,308,519,548,41,No,76,0.73,0.78,0,No,No,No,Yes,No,No
7434,93,8,101,336,720,1104,75,288,737,1095,65,No,48,0.53,0.54,2,No,No,Yes,Yes,No,No
7435,8,8,0,17,23,29,2,7,15,21,0,No,4,0.78,0.75,0,No,No,No,Yes,No,No
7436,104,8,3,110,215,341,27,105,257,377,44,No,15,0.75,0.67,0,No,No,No,Yes,No,No
7437,6,2,0,76,128,167,21,41,74,119,21,No,16,0.05,0.32,0,No,No,No,Yes,No,Yes
7438,287,8,73,351,711,1011,64,301,712,1103,98,No,21,0.82,0.81,0,No,No,No,Yes,No,No
7439,40,8,0,58,134,218,19,60,131,170,27,No,3,0.5,0.46,0,No,No,No,Yes,No,No
7440,54,8,0,91,178,228,11,36,98,194,16,No,10,0.51,0.6,0,No,No,No,Yes,No,No
7441,19,8,10,86,147,208,23,76,154,211,44,No,10,1,0.85,0,No,No,No,Yes,No,No
7442,5,4,1,4,7,8,0,23,40,58,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7443,0,8,0,2,2,2,0,1,2,2,0,No,1,0.78,0.83,0,No,No,No,Yes,No,No
7444,56,8,1,48,108,108,21,55,117,164,25,No,15,0.89,0.69,0,No,No,No,Yes,No,No
7445,398,2,25,1143,2383,3967,296,1246,2771,3928,228,No,123,0.7,0.71,0,No,No,No,Yes,No,No
7446,1,8,4,7,7,7,1,3,4,5,2,No,7,0.37,0.34,0,No,No,No,Yes,No,No
7447,79,8,100,492,792,1142,151,293,492,879,107,No,6,0.26,0.37,0,No,No,No,Yes,No,No
7448,20,8,0,171,256,374,26,97,227,294,49,No,18,0.16,0.1,0,No,No,Yes,Yes,No,Yes
7449,57,8,0,189,324,486,47,162,341,498,53,No,27,0.33,0.32,0,No,No,No,Yes,No,No
7450,39,8,0,57,109,174,13,74,158,190,0,No,3,0.86,0.88,0,No,No,Yes,Yes,No,No
7451,1074,8,129,1661,4111,5461,118,774,3658,5382,561,No,211,0.25,0.26,0,No,No,No,Yes,No,No
7452,50038,4,8922,34160,64784,82880,12163,39323,82821,135960,13962,No,696,0.73,0.78,0,No,No,No,Yes,No,No
7453,2741,8,0,6840,10080,14040,0,0,0,0,0,No,1440,0.2,0.46,0,No,No,Yes,Yes,No,No
7454,1,8,0,96,144,168,8,33,85,147,12,No,24,0.53,0.54,3,No,No,Yes,Yes,No,Yes
7455,265,4,148,260,512,680,69,319,670,1190,31,No,40,0.73,0.78,0,No,No,No,Yes,No,No
7456,88,2,7,38,84,129,8,45,88,130,21,No,2,0.2,0.09,0,No,No,No,Yes,No,No
7457,0,2,0,13,13,13,0,0,0,0,0,No,3,1,0.79,0,Yes,No,Yes,Yes,No,Yes
7458,88,8,8,30,30,72,57,87,95,116,62,No,18,0.96,0.89,0,No,No,No,Yes,No,No
7459,-17,8,0,138,198,278,30,81,110,150,7,No,5,0.26,0.37,18,No,No,No,Yes,No,No
7460,1,2,0,15,23,31,4,10,15,21,0,No,6,0.13,0.15,0,No,No,No,Yes,No,No
7461,146,8,24,317,549,723,102,219,367,592,40,No,3,0.73,0.7,0,No,No,No,Yes,No,No
7462,0,4,0,4,4,4,0,0,0,0,0,No,3,0.7,0.66,0,Yes,No,No,Yes,No,No
7463,6,4,1,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7464,19,9,11,74,110,146,5,21,60,83,0,No,2,0.85,0.82,0,Yes,No,No,Yes,No,No
7465,33,8,0,23,43,58,8,25,43,62,21,No,6,0.9,0.93,0,No,No,No,Yes,No,No
7466,7,2,0,42,84,126,10,21,31,31,0,No,3,0.37,0.34,0,No,No,No,Yes,No,Yes
7467,20,12,5,29,49,60,3,9,31,50,17,No,3,0.75,0.67,0,No,No,No,Yes,No,No
7468,0,12,0,2,2,3,0,0,2,2,0,No,1,0.73,0.79,0,No,No,No,Yes,No,No
7469,96,2,6,170,320,480,60,183,339,504,65,No,10,0.46,0.68,0,No,No,No,Yes,No,No
7470,5,4,2,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7471,3,2,0,14,21,28,2,8,10,13,0,No,7,0.9,0.93,0,No,No,No,Yes,No,No
7472,3656,2,6023,20274,41298,61818,4526,17460,37794,59028,3108,No,1080,0.66,0.69,277,No,No,No,Yes,No,No
7473,744,2,96,680,1136,1436,77,392,791,1199,252,No,84,0.5,0.2,0,No,No,No,Yes,No,No
7474,1,2,0,6,9,10,0,0,0,0,0,No,1,0.21,0.38,0,No,No,No,Yes,No,No
7475,2233,12,47,2350,5140,7720,683,1650,3457,6394,685,No,60,0.88,0.64,0,No,No,No,Yes,No,No
7476,212,8,144,4364,6432,7928,1001,2987,5329,7657,620,No,1364,0.81,0.84,108,No,No,No,Yes,No,Yes
7477,36,2,0,50,80,110,0,0,0,0,1,No,10,0.85,0.87,0,No,No,No,Yes,No,No
7478,0,4,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
7479,0,2,0,12,21,21,0,0,0,0,0,No,10,0.73,0.7,0,Yes,No,Yes,Yes,No,No
7480,11,8,1,15,25,40,0,3,15,26,4,No,1,0.84,0.86,0,No,No,No,Yes,No,No
7481,116,12,0,132,276,444,49,218,457,593,42,No,16,0.73,0.79,0,No,No,No,Yes,No,No
7482,4,8,0,11,23,33,0,6,14,22,0,No,4,0.48,0.36,0,No,No,No,Yes,No,Yes
7483,32,2,0,208,324,411,39,102,172,283,40,No,30,0.1,0.17,0,No,No,No,Yes,No,No
7484,0,4,0,5,5,6,0,0,0,0,0,No,4,0.73,0.78,0,No,No,No,Yes,No,No
7485,0,8,0,12,16,22,3,7,10,12,2,No,1,0.5,0.85,0,No,No,No,Yes,No,No
7486,0,4,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
7487,0,4,5,3,3,3,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7488,62,8,6,463,840,1165,97,327,703,1094,94,No,13,0.33,0.32,0,No,No,No,Yes,No,Yes
7489,12,2,0,80,80,80,0,0,0,0,0,No,20,0.19,0.46,0,Yes,No,No,Yes,No,No
7490,2,2,0,3,5,7,3,5,7,8,0,No,1,0.38,0.38,0,No,No,No,Yes,No,No
7491,-67,8,369,1496,2301,3114,153,2241,2789,3424,221,No,419,0.71,0.79,261,No,No,No,Yes,No,No
7492,2,2,0,1,1,1,1,1,1,1,0,No,1,0.37,0.34,0,Yes,No,Yes,Yes,No,No
7493,294,8,50,344,812,1172,117,349,826,1214,137,No,56,0.16,0.1,0,No,No,Yes,Yes,No,No
7494,1029,8,259,1530,3060,4500,422,1250,2729,4057,476,No,90,0.93,0.96,0,No,No,No,Yes,No,No
7495,372,8,24,233,689,1063,85,344,880,1267,22,No,22,0.73,0.7,0,No,No,No,Yes,No,No
7496,3,2,0,26,26,39,12,23,39,77,0,No,12,0.81,0.82,0,No,No,No,Yes,No,No
7497,1064,8,1139,7548,13164,18780,1854,5923,10537,15251,2376,No,600,0.53,0.54,0,No,No,Yes,Yes,No,No
7498,32,4,21,40,75,107,5,29,71,98,17,No,2,0.73,0.78,0,No,No,No,Yes,No,No
7499,2,8,0,9,15,21,1,5,13,17,2,No,1,0,0,0,No,No,No,Yes,No,No
7500,135,2,9,140,210,350,31,116,240,377,46,No,70,0.33,0.32,0,No,No,Yes,Yes,No,No
7501,10,8,48,138,208,298,40,116,193,286,35,No,3,0.51,0.6,0,No,No,No,Yes,No,No
7502,276,2,397,960,1680,2400,303,994,1650,2225,266,No,120,0.92,0.92,1,No,No,No,Yes,No,No
7503,32,8,0,176,368,536,36,129,305,479,0,No,12,0.07,0.19,0,No,No,No,Yes,No,No
7504,206,4,162,217,448,677,35,116,205,243,20,No,11,0.73,0.78,0,No,No,No,Yes,No,No
7505,22,8,1,13,31,49,8,22,67,89,0,No,7,0.9,0.95,0,No,No,No,Yes,No,No
7506,2088,8,0,5500,10000,13500,0,0,0,0,0,No,500,0.41,0.47,0,No,No,No,Yes,No,No
7507,2174,8,493,1849,4261,6637,782,2717,4822,7089,760,No,409,0.02,0.12,0,No,No,Yes,Yes,No,No
7508,122,8,0,192,288,480,21,140,273,422,58,No,96,0.73,0.93,0,No,No,No,Yes,No,No
7509,56,2,0,54,81,81,36,55,85,116,21,No,27,0.25,0.41,0,Yes,No,No,Yes,No,No
7510,122,12,0,115,259,457,24,132,341,469,0,No,7,0.07,0.19,0,No,No,No,Yes,No,No
7511,1236,10,342,2820,5700,8700,573,2377,5141,7900,653,No,540,0.77,0.84,0,No,No,No,Yes,No,No
7512,94,8,1,524,1021,1544,62,334,753,1040,133,No,25,0.79,0.71,0,No,No,No,Yes,No,Yes
7513,249,2,209,449,899,1349,123,499,928,1314,153,No,24,0.7,0.88,0,No,No,No,Yes,No,No
7514,2,2,0,1,1,1,1,1,1,1,0,No,1,0.37,0.34,0,Yes,No,Yes,Yes,No,No
7515,58,3,31,102,230,338,32,138,230,322,25,No,11,0.58,0.45,0,No,No,No,Yes,No,No
7516,9,4,2,4,8,8,0,0,9,10,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7517,0,8,0,36,60,76,8,27,40,59,4,No,2,0.84,0.86,0,No,No,No,Yes,No,No
7518,1,12,0,1,2,2,0,2,2,2,0,No,1,0.73,0.79,0,No,No,No,Yes,No,No
7519,-34,9,2,296,516,646,22,93,346,579,32,No,25,0.96,0.95,39,Yes,No,Yes,Yes,No,No
7520,0,8,0,2,3,4,1,2,3,4,1,No,1,0.37,0.34,0,No,No,No,Yes,No,No
7521,144,9,35,37,114,180,19,59,152,237,28,No,1,0.85,0.82,0,No,No,No,Yes,No,No
7522,9,12,4,5,12,18,2,3,14,25,6,No,4,0.77,0.73,0,No,No,No,Yes,No,No
7523,38,8,38,3,40,77,12,34,63,96,20,No,3,0.99,0.98,0,No,No,No,Yes,No,No
7524,454,8,183,1315,1795,2035,202,475,733,1497,235,No,80,0.82,0.81,0,No,No,No,Yes,No,No
7525,78,8,1,36,72,108,10,37,85,131,24,No,18,0.02,0.12,0,No,No,No,Yes,No,No
7526,221522,2,50088,426396,878484,1330572,137141,423171,794862,1211268,78657,No,12,0.82,0.54,456,No,No,No,Yes,No,No
7527,20,8,0,156,216,288,48,127,236,359,73,No,24,0.33,0.32,0,No,No,No,Yes,No,Yes
7528,16,12,0,16,28,40,2,11,38,55,7,No,4,0.73,0.7,0,No,No,No,Yes,No,No
7529,52,8,11,26,78,104,13,34,72,111,18,No,1,0.93,0.96,0,No,No,No,Yes,No,No
7530,58,4,13,11,11,11,8,29,32,35,13,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7531,8,8,16,155,239,352,62,129,177,242,58,No,3,0.5,0.46,0,No,No,No,Yes,No,No
7532,495,8,286,1601,2441,3281,427,1156,1934,2896,225,No,48,0.73,0.7,16,No,No,No,Yes,No,Yes
7533,39,8,7,106,225,311,13,86,225,375,32,No,1,0.05,0.07,0,No,No,No,Yes,No,No
7534,2049,2,5628,8400,15120,22260,2726,8274,13641,19214,2072,No,1980,0.28,0.19,39,No,No,No,Yes,No,No
7535,168,2,11,545,855,1286,111,372,788,1019,79,No,23,0.31,0.34,0,No,No,No,Yes,No,No
7536,0,4,0,41,61,78,0,15,24,41,0,No,1,0.73,0.78,0,No,No,No,Yes,No,Yes
7537,39,8,54,414,678,918,147,403,678,986,80,No,24,0.55,0.4,0,No,No,No,Yes,No,No
7538,23924,2,9410,41139,79981,116921,10717,33357,77138,113683,10721,No,1265,0.99,0.98,155,No,No,No,Yes,No,No
7539,52,9,24,81,117,144,5,27,80,144,6,No,6,0.85,0.82,0,No,No,No,Yes,No,No
7540,3,8,0,56,76,101,5,18,40,61,10,No,5,0.5,0.46,0,No,No,No,Yes,No,No
7541,6,4,1,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7542,1974,12,440,2160,2160,2160,412,1228,2459,3205,42,No,200,0.38,0.51,0,No,No,Yes,Yes,No,No
7543,1,8,0,76,105,163,3,16,29,48,1,No,20,0,0,0,No,No,No,Yes,No,Yes
7544,57,8,149,466,742,1064,124,401,658,896,140,No,54,0.78,0.8,0,No,No,No,Yes,No,No
7545,0,2,0,4,4,4,0,0,0,0,0,No,4,-99,-99,0,Yes,No,No,Yes,No,No
7546,1338,2,622,5690,9890,13950,1148,3800,7528,11474,1145,No,280,0.46,0.68,0,No,No,No,Yes,No,No
7547,42,8,0,44,68,100,6,24,65,105,13,No,4,0.7,0.71,0,No,No,No,Yes,No,No
7548,785,12,610,674,1198,2115,341,1118,2004,3868,140,No,4,0.7,0.76,4,No,No,Yes,Yes,No,No
7549,270,4,60,88,199,347,72,232,610,965,23,No,14,0.73,0.78,0,No,No,No,Yes,No,No
7550,58,8,1,132,216,279,49,134,230,336,132,No,15,0.96,0.95,0,No,No,No,Yes,No,No
7551,12,8,0,99,99,111,25,341,372,397,31,No,3,-99,0.5,16,No,No,No,No,No,No
7552,1587,2,192,2213,4226,6258,728,1757,3472,5320,762,No,200,0.32,0.58,0,No,No,Yes,Yes,No,No
7553,45,8,6,68,108,164,11,45,94,162,25,No,8,0.33,0.32,0,No,No,No,Yes,No,No
7554,1461,8,469,2560,4640,7360,1055,3549,6229,8821,1250,No,160,0.94,0.96,0,No,No,No,Yes,No,No
7555,102,2,27,20,30,70,21,57,132,204,23,No,10,0.78,0.83,0,No,No,No,Yes,No,No
7556,3136,8,2748,6720,9240,10680,1407,2859,4815,9399,1716,No,600,0.82,0.81,2,No,No,No,Yes,No,No
7557,231,2,161,864,1632,2384,270,898,1465,1907,222,No,96,0.98,0.98,0,No,No,No,Yes,No,No
7558,0,4,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
7559,139,8,17,193,418,643,58,208,402,614,43,No,21,0.7,0.71,0,No,No,No,Yes,No,No
7560,-130,9,0,344,448,476,21,83,121,188,3,No,12,0.85,0.82,131,No,No,No,Yes,No,Yes
7561,14934,2,2341,10873,20274,26450,2692,8955,18642,29221,4854,No,794,1,0.98,0,No,No,No,Yes,No,No
7562,0,12,0,16,16,16,0,0,0,0,0,No,5,0.48,0.48,0,Yes,No,No,Yes,No,No
7563,19,8,0,34,100,133,5,28,65,87,0,No,34,0.87,0.83,0,No,No,No,Yes,No,No
7564,8,12,0,74,101,141,6,33,57,98,0,No,6,0.73,0.79,0,No,No,No,Yes,No,No
7565,211,8,134,756,1161,1512,212,614,1195,1852,128,No,27,0.08,0.39,0,No,No,No,Yes,No,No
7566,0,12,0,7,9,13,1,4,8,12,4,No,4,0.73,0.79,0,No,No,No,Yes,No,No
7567,132,8,135,429,753,1004,65,246,528,799,113,No,28,0.71,0.79,0,No,No,No,Yes,No,No
7568,559,4,0,972,1553,2069,222,714,1295,1846,119,No,84,0.73,0.78,0,No,No,No,Yes,No,No
7569,208,10,7,187,483,668,28,192,473,726,76,No,43,0.77,0.84,0,No,No,No,Yes,No,No
7570,100,2,7,280,490,700,66,226,367,520,69,No,70,0.33,0.32,0,No,No,Yes,Yes,No,No
7571,20,8,1,18,36,54,5,13,39,53,26,No,6,0.5,0.46,0,No,No,No,Yes,No,No
7572,924,8,255,2160,3555,5105,564,1747,3560,5772,361,No,128,0.88,0.91,0,No,No,No,Yes,No,No
7573,22,2,0,14,14,14,0,0,0,0,0,No,7,1,0.97,0,No,No,No,Yes,No,No
7574,3,12,0,9,13,17,0,8,8,13,3,No,5,0.73,0.79,0,No,No,No,Yes,No,No
7575,223,8,33,33,145,257,26,94,180,256,46,No,27,0.98,0.98,0,No,No,No,Yes,No,No
7576,217,16,0,288,480,720,63,201,443,710,71,No,48,0.77,0.84,0,No,No,No,Yes,No,No
7577,371,8,386,750,1504,2506,206,1002,1946,2649,140,No,50,0.9,0.91,0,No,No,No,Yes,No,No
7578,2,8,0,37,57,77,4,18,35,48,2,No,16,0.87,0.83,0,No,No,No,Yes,No,Yes
7579,6,8,7,395,669,938,133,332,692,1071,65,No,15,0.79,0.66,9,No,No,No,Yes,No,Yes
7580,138,12,3,272,442,612,44,218,440,706,66,No,32,0.75,0.67,0,No,No,No,Yes,No,No
7581,991,8,375,2280,3030,3780,380,1078,2103,3521,576,No,150,0.82,0.81,0,No,No,No,Yes,No,No
7582,88,12,11,41,77,140,30,87,135,187,29,No,2,0.77,0.73,0,No,No,No,Yes,No,No
7583,4,8,0,50,95,140,9,38,69,100,0,No,5,0.82,0.81,0,No,No,No,Yes,No,No
7584,359,4,23,121,289,425,50,136,216,277,45,No,6,0.73,0.78,0,No,No,No,Yes,No,No
7585,10147,8,3314,8146,15886,22186,2638,8488,16132,24524,2250,No,750,0.76,0.81,0,No,No,No,Yes,No,No
7586,1224,8,741,1076,1576,2076,503,1080,1653,2457,506,No,76,0.94,0.94,0,No,No,No,Yes,No,No
7587,66,8,0,150,270,390,34,110,227,371,230,No,30,0.93,0.96,0,No,No,No,Yes,No,No
7588,0,4,0,8,8,8,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7589,33,8,7,38,113,173,6,35,79,130,0,No,1,0.75,0.54,0,No,No,No,Yes,No,No
7590,240,2,162,194,389,584,45,196,414,592,80,No,194,0.81,0.88,0,No,No,No,Yes,No,No
7591,3591,2,2307,7023,12605,17557,1022,3188,6527,10368,1139,No,761,0.99,0.97,0,No,No,No,Yes,No,No
7592,81,8,20,35,75,105,10,35,117,174,100,No,35,0.16,0.1,0,No,No,Yes,Yes,No,No
7593,7,2,0,8,14,19,2,2,2,2,2,No,1,0.21,0.34,0,No,No,No,Yes,No,No
7594,18,4,6,1,1,7,0,7,12,15,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7595,28,8,0,533,725,965,107,404,664,938,165,No,48,0.53,0.54,8,No,No,Yes,Yes,No,No
7596,20,2,0,540,870,1230,44,106,135,135,93,No,20,0.19,0.46,0,Yes,No,No,Yes,No,No
7597,7,8,17,3,17,17,3,18,39,49,3,No,3,0.73,0.76,0,No,No,No,Yes,No,No
7598,545,12,169,2976,5808,8784,970,2756,5488,7289,568,No,48,0.68,0.68,0,No,No,No,Yes,No,Yes
7599,114,2,92,136,296,439,40,153,304,444,49,No,3,0.37,0.33,0,No,No,No,Yes,No,No
7600,1407,10,506,1988,3788,5888,514,1647,3481,5537,548,No,259,0.77,0.84,8,No,No,No,Yes,No,No
7601,1643,8,24,2641,3937,4801,464,1439,3121,5030,1457,No,35,0.06,0.09,0,No,No,No,Yes,No,No
7602,16,12,0,24,49,79,1,20,55,76,11,No,3,0.73,0.7,0,No,No,No,Yes,No,No
7603,210,8,18,382,702,1102,119,409,866,1285,95,No,62,0.82,0.81,0,No,No,No,Yes,No,No
7604,56,8,12,10,43,65,4,24,59,87,54,No,10,0.54,0.71,0,No,No,No,Yes,No,No
7605,1905,8,1256,4300,12400,19690,1528,5138,12791,17352,1231,No,190,0.87,0.9,0,No,No,No,Yes,No,No
7606,4,8,0,15,15,20,4,9,15,25,4,No,5,0.98,0.98,0,No,No,No,Yes,No,No
7607,70,8,3,73,151,229,17,72,152,260,17,No,11,0.7,0.71,0,No,No,No,Yes,No,No
7608,27,12,2,159,267,385,40,119,245,351,33,No,19,0.58,0.45,3,No,No,No,Yes,No,No
7609,36,9,27,58,97,136,10,31,54,93,12,No,2,0.85,0.82,0,No,No,No,Yes,No,No
7610,29,8,16,80,137,173,32,82,130,184,23,No,7,0.73,0.7,1,No,No,No,Yes,No,No
7611,32,8,0,90,157,223,41,86,190,256,0,No,10,0.77,0.45,0,No,No,No,Yes,No,No
7612,8,8,0,22,40,58,4,16,29,43,0,No,2,0.46,0.65,0,No,No,No,Yes,No,No
7613,0,2,0,12,12,12,0,0,0,0,0,No,12,0.83,0.91,0,Yes,No,No,Yes,No,No
7614,608,8,64,520,1280,2280,310,1143,2346,3174,329,No,40,0.93,0.96,0,No,No,No,Yes,No,No
7615,0,2,0,34,82,82,0,0,0,0,0,No,34,0.61,0.66,0,Yes,No,No,Yes,No,No
7616,0,2,0,20,29,29,0,0,0,0,2,No,11,0.33,0.32,0,Yes,No,No,Yes,No,No
7617,38,8,1,81,106,172,12,53,75,104,52,No,5,0.16,0.1,0,No,No,Yes,Yes,No,No
7618,0,4,3,5,5,5,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7619,22,8,29,64,126,193,20,68,154,232,24,No,11,0.5,0.46,0,No,No,No,Yes,No,No
7620,68,8,71,146,293,448,36,147,254,372,35,No,7,0.5,0.46,0,No,No,No,Yes,No,No
7621,52,2,4,5,38,53,10,27,47,67,19,No,5,0.5,0.85,0,No,No,No,Yes,No,No
7622,10,9,13,3,3,8,3,8,16,19,0,No,3,0.85,0.82,0,Yes,No,Yes,Yes,No,No
7623,71,8,0,400,720,1040,40,222,492,688,79,No,80,0.79,0.71,0,No,No,No,Yes,No,No
7624,30,8,0,150,270,390,25,76,191,250,17,No,30,0.55,0.47,0,No,No,No,Yes,No,No
7625,215,9,0,173,323,473,33,118,261,477,106,No,37,0.38,0.5,0,No,No,No,Yes,No,No
7626,310,8,79,487,709,1042,168,616,1033,1592,133,No,4,0.7,0.71,0,No,No,No,Yes,No,No
7627,6840,2,6230,20000,37000,58000,5234,21941,44233,63012,4659,No,3000,1,0.99,0,No,No,No,Yes,No,No
7628,1,2,0,8,18,28,1,4,9,12,0,No,3,0.82,0.81,0,No,No,No,Yes,No,No
7629,-2,8,1,141,231,318,22,109,211,299,27,No,11,0.73,0.7,11,No,No,No,Yes,No,Yes
7630,34,12,45,145,252,352,21,75,169,315,26,No,10,0.18,0.38,12,No,No,Yes,Yes,No,No
7631,130,8,0,678,1034,1506,110,407,984,1224,217,Yes,32,0.43,0.59,0,No,Yes,No,Yes,No,No
7632,0,4,0,2,2,2,0,0,0,0,0,No,2,0.89,0.9,0,Yes,No,No,Yes,No,No
7633,428,8,101,619,1363,1899,205,582,1387,2138,427,No,30,0.84,0.86,0,No,No,No,Yes,No,No
7634,5,12,4,2,2,3,0,1,4,8,0,No,1,0.77,0.73,0,No,No,No,Yes,No,No
7635,0,2,0,3,3,3,1,2,2,2,0,No,1,0.93,0.89,0,No,No,No,Yes,No,Yes
7636,0,2,0,127,127,127,0,0,0,0,2,No,31,0.99,0.99,0,Yes,No,No,Yes,No,No
7637,49,5,22,470,806,1158,110,389,763,1103,108,No,32,0.73,0.7,2,No,No,No,Yes,No,Yes
7638,10,12,0,18,18,25,5,11,22,35,0,No,5,0.98,0.6,0,No,No,No,Yes,No,No
7639,27,4,22,19,46,64,6,23,60,89,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7640,18,8,2,66,114,150,5,33,72,117,40,No,5,0.64,0.29,0,No,No,No,Yes,No,No
7641,11,8,14,53,83,103,14,43,61,95,29,No,11,0.37,0.34,0,No,No,No,Yes,No,No
7642,0,4,0,8,8,8,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7643,4,12,0,2,3,3,0,0,1,1,0,No,1,0.73,0.79,0,No,No,Yes,Yes,No,No
7644,283,8,172,948,1542,2268,246,876,1644,2388,758,No,60,0.89,0.91,5,No,No,No,Yes,No,No
7645,129,2,69,225,450,630,66,245,431,629,73,No,45,0.48,0.57,0,No,No,No,Yes,No,No
7646,926,4,462,690,1272,1875,318,891,1693,2435,120,No,34,0.73,0.78,0,No,No,No,Yes,No,No
7647,0,4,34,197,197,197,0,0,0,0,0,No,17,0.73,0.78,0,No,No,Yes,Yes,No,No
7648,558,8,58,197,269,341,123,261,499,830,132,No,17,1,0.97,0,No,No,No,Yes,No,No
7649,3,10,0,3,3,3,2,3,4,4,1,No,1,0.77,0.84,0,Yes,No,No,Yes,No,Yes
7650,0,8,0,6,10,13,0,4,6,7,0,No,1,0.1,0.17,0,No,No,No,Yes,No,No
7651,3,8,0,4,8,16,0,4,6,10,1,No,2,0.79,0.66,0,No,No,No,Yes,No,No
7652,241,2,48,1968,3248,4400,630,1779,3061,4413,80,No,180,0.95,0.89,0,No,No,No,Yes,No,No
7653,210,8,0,156,324,384,77,495,1146,2038,31,No,48,0.52,0.43,0,No,No,No,Yes,No,No
7654,36,8,472,330,474,690,142,449,816,1277,289,No,72,0.02,0.12,30,No,No,Yes,Yes,No,No
7655,0,4,5,3,3,3,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
7656,145,8,189,1869,3570,5082,427,1426,3105,4658,491,No,126,0.57,0.59,3,No,No,No,Yes,No,No
7657,0,2,0,12,12,12,0,0,0,0,1,No,12,0.91,0.95,0,No,No,No,Yes,No,No
7658,2690,12,654,2283,6155,10347,1104,6105,13028,19994,548,No,96,0.93,0.74,0,No,No,No,Yes,No,No
7659,41,8,9,40,90,140,5,43,80,108,29,No,1,0.7,0.71,0,No,No,No,Yes,No,No
7660,41,2,0,115,223,331,47,150,250,347,54,No,36,0.98,0.98,0,No,No,No,Yes,No,No
7661,13,2,3,32,67,102,10,21,44,74,0,No,2,0.83,0.69,0,No,No,Yes,Yes,No,No
7662,78,2,4,27,72,99,11,41,89,119,16,No,8,1,0.99,0,No,No,Yes,Yes,No,No
7663,2351,4,720,1575,4140,7290,1629,4427,7152,9476,799,No,225,0.55,0.66,0,No,No,No,No,No,No
7664,1,8,0,9,9,13,1,2,11,12,2,No,8,0.16,0.1,0,No,No,Yes,Yes,No,No
7665,229,8,104,428,752,1049,132,411,848,1312,82,No,77,0.08,0.39,0,No,No,No,Yes,No,No
7666,1860,2,450,3800,6800,9800,897,3010,5973,8570,1178,No,500,0.7,0.71,0,No,No,No,Yes,No,No
7667,783,9,240,410,770,1250,57,344,624,1183,180,No,80,0.85,0.82,0,No,No,Yes,Yes,No,No
